Saint,Miracle,Feat,Other Factoids,Something Fishy,Sources
Lambert_of_Vence,,,,,wikipedia as interpreted by spellsoftruth
Landelinus,,,,,wikipedia as interpreted by spellsoftruth
Landrada,,,,,wikipedia as interpreted by spellsoftruth
Landry_of_Paris,,,,,wikipedia as interpreted by spellsoftruth
Landry_of_S%C3%A9es,,,,,wikipedia as interpreted by spellsoftruth
Landulf_of_Yariglia,,,,,wikipedia as interpreted by spellsoftruth
Lantfrid,,,,,wikipedia as interpreted by spellsoftruth
Latin_Patriarch_of_Jerusalem,,,,,wikipedia as interpreted by spellsoftruth
Latuinus,,,,,wikipedia as interpreted by spellsoftruth
Laudulfus,,,,,wikipedia as interpreted by spellsoftruth
Laura_Evangelista_Alvarado_Cardozo,,,,,wikipedia as interpreted by spellsoftruth
Laura_Montoya,,,,,wikipedia as interpreted by spellsoftruth
Laura_Vicu%C3%B1a,,,,,wikipedia as interpreted by spellsoftruth
Laura_of_Saint_Catherine_of_Siena,,,,,wikipedia as interpreted by spellsoftruth
Laurence_Humphreys,,,,,wikipedia as interpreted by spellsoftruth
Laurence_of_Canterbury,,,,,wikipedia as interpreted by spellsoftruth
Laurence_of_Siponto,,,,,wikipedia as interpreted by spellsoftruth
Laurent-Joseph-Marius_Imbert,,,,,wikipedia as interpreted by spellsoftruth
Lawrence_Giustiniani,,,,,wikipedia as interpreted by spellsoftruth
Lawrence_Humphrey,,,,,wikipedia as interpreted by spellsoftruth
Lawrence_Huong_Van_Nguyen,,,,,wikipedia as interpreted by spellsoftruth
Lawrence_Justinian,,,,,wikipedia as interpreted by spellsoftruth
Lawrence_Richardson_(Blessed),,,,,wikipedia as interpreted by spellsoftruth
Lawrence_Salvi,,,,,wikipedia as interpreted by spellsoftruth
Lawrence_of_Brindisi,,,,,wikipedia as interpreted by spellsoftruth
Lawrence_of_Canterbury,,,,,wikipedia as interpreted by spellsoftruth
Lawrence_of_Rome,,,,,wikipedia as interpreted by spellsoftruth
Lazar_of_Serbia,,,,,wikipedia as interpreted by spellsoftruth
Lazarus_(bishop_of_Milan),,,,,wikipedia as interpreted by spellsoftruth
Lazarus_Zographos,,,,,wikipedia as interpreted by spellsoftruth
Lazarus_of_Bethany,,,,,wikipedia as interpreted by spellsoftruth
Leander_of_Seville,,,,,wikipedia as interpreted by spellsoftruth
Lebuin,,,,,wikipedia as interpreted by spellsoftruth
Leo_I_of_Cava,,,,,wikipedia as interpreted by spellsoftruth
Leo_I_the_Thracian,,,,,wikipedia as interpreted by spellsoftruth
Leo_Ignatius_Mangin,,,,,wikipedia as interpreted by spellsoftruth
Leo_Karasuma,,,,,wikipedia as interpreted by spellsoftruth
Leo_of_Catania,,,,,wikipedia as interpreted by spellsoftruth
Leo_of_Montefeltro,,,,,wikipedia as interpreted by spellsoftruth
Leoba,,,,,wikipedia as interpreted by spellsoftruth
Leobinus,,,,,wikipedia as interpreted by spellsoftruth
Leocadia,,,,,wikipedia as interpreted by spellsoftruth
Leocritia,,,,,wikipedia as interpreted by spellsoftruth
Leodegar,,,,,wikipedia as interpreted by spellsoftruth
Leofwynn,,,,,wikipedia as interpreted by spellsoftruth
Leoluca,,,,,wikipedia as interpreted by spellsoftruth
Leonard_of_Noblac,,,,,wikipedia as interpreted by spellsoftruth
Leonard_of_Port_Maurice,,,,,wikipedia as interpreted by spellsoftruth
Leonardo_Murialdo,,,,,wikipedia as interpreted by spellsoftruth
Leonid_Feodorov,,,,,wikipedia as interpreted by spellsoftruth
Leonides_of_Alexandria,,,,,wikipedia as interpreted by spellsoftruth
Leonie_Aviat,,,,,wikipedia as interpreted by spellsoftruth
Leontine_martyrs,,,,,wikipedia as interpreted by spellsoftruth
Leontius,,,,,wikipedia as interpreted by spellsoftruth
"Leontius,_Hypatius_and_Theodulus",,,,,wikipedia as interpreted by spellsoftruth
Leontius_of_Autun,,,,,wikipedia as interpreted by spellsoftruth
Leontius_of_Caesarea,,,,,wikipedia as interpreted by spellsoftruth
Leontius_of_Fr%C3%A9jus,,,,,wikipedia as interpreted by spellsoftruth
Leontius_of_Trier,,,,,wikipedia as interpreted by spellsoftruth
"Leopold_III,_Margrave_of_Austria",,,,,wikipedia as interpreted by spellsoftruth
Leopold_Mandi%C4%87,,,,,wikipedia as interpreted by spellsoftruth
Leucius_of_Brindisi,,,,,wikipedia as interpreted by spellsoftruth
Leudinus_Bodo,,,,,wikipedia as interpreted by spellsoftruth
Leutfridus,,,,,wikipedia as interpreted by spellsoftruth
Lev_of_Optina,,,,,wikipedia as interpreted by spellsoftruth
Liberalis_of_Treviso,,,,,wikipedia as interpreted by spellsoftruth
Liberato,,,,,wikipedia as interpreted by spellsoftruth
Liberatus,,,,,wikipedia as interpreted by spellsoftruth
Liberius_of_Ravenna,,,,,wikipedia as interpreted by spellsoftruth
Libert_of_Saint-Trond,,,,,wikipedia as interpreted by spellsoftruth
Liborius,,,,,wikipedia as interpreted by spellsoftruth
Liborius_Wagner,,,,,wikipedia as interpreted by spellsoftruth
Liborius_of_Le_Mans,,,,,wikipedia as interpreted by spellsoftruth
Licerius,,,,,wikipedia as interpreted by spellsoftruth
Licinius_of_Angers,,,,,wikipedia as interpreted by spellsoftruth
Lidanus,,,,,wikipedia as interpreted by spellsoftruth
Lidwina,,,,,wikipedia as interpreted by spellsoftruth
Lietbertus,,,,,wikipedia as interpreted by spellsoftruth
Limousin_(province),,,,,wikipedia as interpreted by spellsoftruth
List_of_Archbishops_of_Canterbury,,,,,wikipedia as interpreted by spellsoftruth
List_of_Ecumenical_Patriarchs_of_Constantinople,,,,,wikipedia as interpreted by spellsoftruth
List_of_Patriarchs_of_Alexandria,,,,,wikipedia as interpreted by spellsoftruth
List_of_Patriarchs_of_Antioch,,,,,wikipedia as interpreted by spellsoftruth
List_of_Patriarchs_of_Antioch_before_518,,,,,wikipedia as interpreted by spellsoftruth
List_of_archbishops_of_Gniezno_and_primates_of_Poland,,,,,wikipedia as interpreted by spellsoftruth
List_of_bishops_of_Metz,,,,,wikipedia as interpreted by spellsoftruth
List_of_saints_canonized_by_Pope_Leo_XIII,,,,,wikipedia as interpreted by spellsoftruth
Little_Saint_Hugh_of_Lincoln,,,,,wikipedia as interpreted by spellsoftruth
Liudhard,,,,,wikipedia as interpreted by spellsoftruth
Liutwin,,,,,wikipedia as interpreted by spellsoftruth
Livinus,,,,,wikipedia as interpreted by spellsoftruth
Lodovico_Pavoni,,,,,wikipedia as interpreted by spellsoftruth
Loman_(saint),,,,,wikipedia as interpreted by spellsoftruth
Loman_of_Trim,,,,,wikipedia as interpreted by spellsoftruth
Lomer_(saint),,,,,wikipedia as interpreted by spellsoftruth
Lomm%C3%A1n_of_Trim,,,,,wikipedia as interpreted by spellsoftruth
Longinus,,,,,wikipedia as interpreted by spellsoftruth
Lorc%C3%A1n_Ua_Tuathail,,,,,wikipedia as interpreted by spellsoftruth
Lorenzo_Giustiniani,,,,,wikipedia as interpreted by spellsoftruth
Lorenzo_Ruiz,,,,,wikipedia as interpreted by spellsoftruth
Lorenzo_da_Ripafratta,,,,,wikipedia as interpreted by spellsoftruth
Lorgius,,,,,wikipedia as interpreted by spellsoftruth
Louis_Baba,,,,,wikipedia as interpreted by spellsoftruth
Louis_Bertrand_(saint),,,,,wikipedia as interpreted by spellsoftruth
"Louis_IV,_Landgrave_of_Thuringia",,,,,wikipedia as interpreted by spellsoftruth
Louis_IX_of_France,,,,,wikipedia as interpreted by spellsoftruth
Louis_Ibarachi,,,,,wikipedia as interpreted by spellsoftruth
Louis_Marie_de_Montfort,,,,,wikipedia as interpreted by spellsoftruth
Louis_Martin_and_Marie-Az%C3%A9lie_Gu%C3%A9rin,,,,,wikipedia as interpreted by spellsoftruth
Louis_Versiglia,,,,,wikipedia as interpreted by spellsoftruth
Louis_Zephyrinus_Moreau,,,,,wikipedia as interpreted by spellsoftruth
Louis_de_Montfort,,,,,wikipedia as interpreted by spellsoftruth
Louis_of_Thuringia,,,,,wikipedia as interpreted by spellsoftruth
Louis_of_Toulouse,,,,,wikipedia as interpreted by spellsoftruth
Louisa_Albertoni,,,,,wikipedia as interpreted by spellsoftruth
Louise_de_Marillac,,,,,wikipedia as interpreted by spellsoftruth
Louise_of_Savoy_(nun),,,,,wikipedia as interpreted by spellsoftruth
Luarsab_II_of_Kartli,,,,,wikipedia as interpreted by spellsoftruth
Lubentius,,,,,wikipedia as interpreted by spellsoftruth
Luca_Antonio_Falcone,,,,,wikipedia as interpreted by spellsoftruth
Lucanus_of_Sabiona,,,,,wikipedia as interpreted by spellsoftruth
Lucerius,,,,,wikipedia as interpreted by spellsoftruth
Luchesio,,,,,wikipedia as interpreted by spellsoftruth
Lucian_Tapiedi,,,,,wikipedia as interpreted by spellsoftruth
Lucian_of_Antioch,,,,,wikipedia as interpreted by spellsoftruth
Lucian_of_Beauvais,,,,,wikipedia as interpreted by spellsoftruth
Lucidius,,,,,wikipedia as interpreted by spellsoftruth
Lucidius_of_Verona,,,,,wikipedia as interpreted by spellsoftruth
Lucifer_of_Cagliari,,,,,wikipedia as interpreted by spellsoftruth
Lucius_of_Britain,,,,,wikipedia as interpreted by spellsoftruth
Lucius_of_Cyrene,,,,,wikipedia as interpreted by spellsoftruth
Lucy_Filippini,,,,,wikipedia as interpreted by spellsoftruth
Lucy_Yi_Zhenmei,,,,,wikipedia as interpreted by spellsoftruth
Lucy_and_Geminian,,,,,wikipedia as interpreted by spellsoftruth
Lucy_of_Narni,,,,,wikipedia as interpreted by spellsoftruth
Ludan,,,,,wikipedia as interpreted by spellsoftruth
Ludger,,,,,wikipedia as interpreted by spellsoftruth
Ludmila_of_Bohemia,,,,,wikipedia as interpreted by spellsoftruth
Ludolph_of_Ratzeburg,,,,,wikipedia as interpreted by spellsoftruth
Ludovico_of_Casoria,,,,,wikipedia as interpreted by spellsoftruth
Ludwika_Szcz%C4%99sna,,,,,wikipedia as interpreted by spellsoftruth
Luigi_Beltrame_Quattrocchi,,,,,wikipedia as interpreted by spellsoftruth
Luigi_Guanella,,,,,wikipedia as interpreted by spellsoftruth
Luigi_Monti,,,,,wikipedia as interpreted by spellsoftruth
Luigi_Orione,,,,,wikipedia as interpreted by spellsoftruth
Luigi_Scrosoppi,,,,,wikipedia as interpreted by spellsoftruth
Luigi_Talamoni,,,,,wikipedia as interpreted by spellsoftruth
Luigi_Tezza,,,,,wikipedia as interpreted by spellsoftruth
Luigi_Variara,,,,,wikipedia as interpreted by spellsoftruth
Luigi_Versiglia,,,,,wikipedia as interpreted by spellsoftruth
Luka_(Voyno-Yasenetsky),,,,,wikipedia as interpreted by spellsoftruth
Luka_Zhidiata,,,,,wikipedia as interpreted by spellsoftruth
Luke_Kirby_(priest),,,,,wikipedia as interpreted by spellsoftruth
Luke_of_Steiris,,,,,wikipedia as interpreted by spellsoftruth
Luke_the_Evangelist,,,,,wikipedia as interpreted by spellsoftruth
Luke_the_Stylite,,,,,wikipedia as interpreted by spellsoftruth
Luke_the_Younger,,,,,wikipedia as interpreted by spellsoftruth
Lullus,,,,,wikipedia as interpreted by spellsoftruth
Luperculus,,,,,wikipedia as interpreted by spellsoftruth
Lupicinus,,,,,wikipedia as interpreted by spellsoftruth
Lupicinus_of_Condat,,,,,wikipedia as interpreted by spellsoftruth
Lupicinus_of_Lyon,,,,,wikipedia as interpreted by spellsoftruth
Lupus_of_Sens,,,,,wikipedia as interpreted by spellsoftruth
Lupus_of_Troyes,,,,,wikipedia as interpreted by spellsoftruth
Lutgarde,,,,,wikipedia as interpreted by spellsoftruth
Lutgardis,,,,,wikipedia as interpreted by spellsoftruth
Luxorius_(saint),,,,,wikipedia as interpreted by spellsoftruth
Lydia_of_Thyatira,,,,,wikipedia as interpreted by spellsoftruth
M%C3%A1ed%C3%B3c_of_Ferns,,,,,wikipedia as interpreted by spellsoftruth
M%C3%A1el_Ruba,,,,,wikipedia as interpreted by spellsoftruth
M%C3%A6rwynn,,,,,wikipedia as interpreted by spellsoftruth
M%C3%A9en,,,,,wikipedia as interpreted by spellsoftruth
M%C3%A9l_of_Ardagh,,,,,wikipedia as interpreted by spellsoftruth
Ma%C3%ABl_(saint),,,,,wikipedia as interpreted by spellsoftruth
Ma%C5%82gorzata_Szewczyk,,,,,wikipedia as interpreted by spellsoftruth
Mac_Cairthinn_of_Clogher,,,,,wikipedia as interpreted by spellsoftruth
"Macarius,_Metropolitan_of_Moscow",,,,,wikipedia as interpreted by spellsoftruth
Macarius_of_Alexandria,,,,,wikipedia as interpreted by spellsoftruth
Macarius_of_Egypt,,,,,wikipedia as interpreted by spellsoftruth
Macarius_of_Jerusalem,,,,,wikipedia as interpreted by spellsoftruth
Macarius_of_Unzha,,,,,wikipedia as interpreted by spellsoftruth
Macarius_the_Great,,,,,wikipedia as interpreted by spellsoftruth
Macedonia_(Roman_province),,,,,wikipedia as interpreted by spellsoftruth
Macedonius_of_Syria,,,,,wikipedia as interpreted by spellsoftruth
Macrina_the_Elder,,,,,wikipedia as interpreted by spellsoftruth
Macrina_the_Younger,,,,,wikipedia as interpreted by spellsoftruth
Maddalena_Caterina_Morano,,,,,wikipedia as interpreted by spellsoftruth
Madeleine_Sophie_Barat,,,,,wikipedia as interpreted by spellsoftruth
Madelgisilus,,,,,wikipedia as interpreted by spellsoftruth
Mafalda_of_Portugal,,,,,wikipedia as interpreted by spellsoftruth
Magdalena_of_Canossa,,,,,wikipedia as interpreted by spellsoftruth
Magdalene_of_Canossa,,,,,wikipedia as interpreted by spellsoftruth
Magdalene_of_Nagasaki,,,,,wikipedia as interpreted by spellsoftruth
Magenta,,,,,wikipedia as interpreted by spellsoftruth
Maglorius,,,,,wikipedia as interpreted by spellsoftruth
"Magnesia_Prefecture,_Pisidia",,,,,wikipedia as interpreted by spellsoftruth
Magnhild_of_Fulltofta,,,,,wikipedia as interpreted by spellsoftruth
"Magnus_Erlendsson,_Earl_of_Orkney",,,,,wikipedia as interpreted by spellsoftruth
Magnus_Felix_Ennodius,,,,,wikipedia as interpreted by spellsoftruth
Magnus_of_Anagni,,,,,wikipedia as interpreted by spellsoftruth
Magnus_of_Cuneo,,,,,wikipedia as interpreted by spellsoftruth
Magnus_of_F%C3%BCssen,,,,,wikipedia as interpreted by spellsoftruth
Magnus_of_Oderzo,,,,,wikipedia as interpreted by spellsoftruth
Majolus_of_Cluny,,,,,wikipedia as interpreted by spellsoftruth
Malachy_O%27More,,,,,wikipedia as interpreted by spellsoftruth
Malchus_of_Syria,,,,,wikipedia as interpreted by spellsoftruth
Malo_(saint),,,,,wikipedia as interpreted by spellsoftruth
Malrubius,,,,,wikipedia as interpreted by spellsoftruth
Mambeca,,,,,wikipedia as interpreted by spellsoftruth
Mamelta,,,,,wikipedia as interpreted by spellsoftruth
Mamertinus_of_Auxerre,,,,,wikipedia as interpreted by spellsoftruth
Mamertus,,,,,wikipedia as interpreted by spellsoftruth
Mamikonian,,,,,wikipedia as interpreted by spellsoftruth
Mammes_of_Caesarea,,,,,wikipedia as interpreted by spellsoftruth
Mana_of_Bet-Parsaje,,,,,wikipedia as interpreted by spellsoftruth
Manahen,,,,,wikipedia as interpreted by spellsoftruth
Manch%C3%A1n_of_Lemanaghan,,,,,wikipedia as interpreted by spellsoftruth
Manch%C3%A1n_of_Mohill,,,,,wikipedia as interpreted by spellsoftruth
Manche_Masemola,,,,,wikipedia as interpreted by spellsoftruth
Mansuetus_(bishop_of_Milan),,,,,wikipedia as interpreted by spellsoftruth
Mansuetus_(bishop_of_Toul),,,,,wikipedia as interpreted by spellsoftruth
Manuel_Gonz%C3%A1lez_Garc%C3%ADa_(bishop),,,,,wikipedia as interpreted by spellsoftruth
Manuel_Gonzalez_Garcia,,,,,wikipedia as interpreted by spellsoftruth
Manuel_M%C3%ADguez_Gonz%C3%A1lez,,,,,wikipedia as interpreted by spellsoftruth
Manuel_Moralez,,,,,wikipedia as interpreted by spellsoftruth
Mar%C3%ADa_Antonia_Bandr%C3%A9s_El%C3%B3segui,,,,,wikipedia as interpreted by spellsoftruth
Mar%C3%ADa_Dolores_Rodr%C3%ADguez_Sope%C3%B1a,,,,,wikipedia as interpreted by spellsoftruth
Mar%C3%ADa_Guadalupe_Garc%C3%ADa_Zavala,,,,,wikipedia as interpreted by spellsoftruth
Mar%C3%ADa_Josefa_Sancho_de_Guerra,,,,,wikipedia as interpreted by spellsoftruth
Mar%C3%ADa_Ludovica_de_Angelis,,,,,wikipedia as interpreted by spellsoftruth
Mar%C3%ADa_Natividad_Venegas_de_la_Torre,,,,,wikipedia as interpreted by spellsoftruth
Mar%C3%ADa_de_la_Pur%C3%ADsima_Salvat_Romero,,,,,wikipedia as interpreted by spellsoftruth
Mar%C3%ADa_del_Monte_Carmelo_Sall%C3%A9s_y_Barangueras,,,,,wikipedia as interpreted by spellsoftruth
Mar_Abhai,,,,,wikipedia as interpreted by spellsoftruth
Mar_Awgin,,,,,wikipedia as interpreted by spellsoftruth
Maravillas_de_Jes%C3%BAs,,,,,wikipedia as interpreted by spellsoftruth
Marcantonio_Durando,,,,,wikipedia as interpreted by spellsoftruth
Marcel_Callo,,,,,wikipedia as interpreted by spellsoftruth
Marcelina_Darowska,,,,,wikipedia as interpreted by spellsoftruth
Marcellin_Champagnat,,,,,wikipedia as interpreted by spellsoftruth
Marcellinus_Champagnat,,,,,wikipedia as interpreted by spellsoftruth
Marcellinus_and_Peter,,,,,wikipedia as interpreted by spellsoftruth
Marcellinus_of_Carthage,,,,,wikipedia as interpreted by spellsoftruth
Marcellus_of_Capua,,,,,wikipedia as interpreted by spellsoftruth
Marcellus_of_Tangier,,,,,wikipedia as interpreted by spellsoftruth
Marcellus_the_Centurion,,,,,wikipedia as interpreted by spellsoftruth
Marcian,,,,,wikipedia as interpreted by spellsoftruth
Marcian_of_Tortona,,,,,wikipedia as interpreted by spellsoftruth
Marciana_of_Mauretania,,,,,wikipedia as interpreted by spellsoftruth
Marciano_Jos%C3%A9,,,,,wikipedia as interpreted by spellsoftruth
Marculf,,,,,wikipedia as interpreted by spellsoftruth
Marcus_Eremita,,,,,wikipedia as interpreted by spellsoftruth
Marcus_and_Marcellianus,,,,,wikipedia as interpreted by spellsoftruth
Marcus_of_Jerusalem,,,,,wikipedia as interpreted by spellsoftruth
Margaret_(Eleanor)_Ball,,,,,wikipedia as interpreted by spellsoftruth
Margaret_Clitherow,,,,,wikipedia as interpreted by spellsoftruth
Margaret_Colonna,,,,,wikipedia as interpreted by spellsoftruth
Margaret_Ebner,,,,,wikipedia as interpreted by spellsoftruth
Margaret_Fontana,,,,,wikipedia as interpreted by spellsoftruth
Margaret_Mary_Alacoque,,,,,wikipedia as interpreted by spellsoftruth
Margaret_Pole,,,,,wikipedia as interpreted by spellsoftruth
Margaret_Ward,,,,,wikipedia as interpreted by spellsoftruth
Margaret_of_Antioch,,,,,wikipedia as interpreted by spellsoftruth
Margaret_of_Castello,,,,,wikipedia as interpreted by spellsoftruth
Margaret_of_Cortona,,,,,wikipedia as interpreted by spellsoftruth
Margaret_of_Hungary_(saint),,,,,wikipedia as interpreted by spellsoftruth
Margaret_of_Lorraine,,,,,wikipedia as interpreted by spellsoftruth
Margaret_of_Louvain,,,,,wikipedia as interpreted by spellsoftruth
Margaret_the_Barefooted,,,,,wikipedia as interpreted by spellsoftruth
Margaret_the_Virgin,,,,,wikipedia as interpreted by spellsoftruth
Margarito_Flores_Garc%C3%ADa,,,,,wikipedia as interpreted by spellsoftruth
Margrethe_of_Roskilde,,,,,wikipedia as interpreted by spellsoftruth
Marguerite_Bays,,,,,wikipedia as interpreted by spellsoftruth
Marguerite_Bourgeoys,,,,,wikipedia as interpreted by spellsoftruth
Maria_Angela_Astorch,,,,,wikipedia as interpreted by spellsoftruth
Maria_Angela_Picco,,,,,wikipedia as interpreted by spellsoftruth
Maria_Anna_Rosa_Caiani,,,,,wikipedia as interpreted by spellsoftruth
Maria_Bernarda_B%C3%BCtler,,,,,wikipedia as interpreted by spellsoftruth
Maria_Bertilla_Boscardin,,,,,wikipedia as interpreted by spellsoftruth
Maria_Berushko,,,,,wikipedia as interpreted by spellsoftruth
Maria_Candida_of_the_Eucharist,,,,,wikipedia as interpreted by spellsoftruth
Maria_Corsini_Beltrame_Quattrocchi,,,,,wikipedia as interpreted by spellsoftruth
